AccX [mg],AccY [mg],AccZ [mg],State
87,-1224,-654,0
22,-570,-203,0
75,-162,96,0
88,-25,237,0
105,-145,97,0
52,-232,27,0
63,-367,-86,0
118,-683,-240,0
398,-1422,-812,0
1018,-1998,-1083,0
1657,-1998,515,0
1271,-1998,-1351,0
259,-1038,-163,0
75,-617,-15,0
77,-348,36,0
96,-271,-46,0
85,-276,-104,0
65,-321,-158,0
54,-368,-147,0
49,-491,-189,0
72,-627,-206,0
201,-953,-325,0
723,-1510,-381,0
1437,-1998,-424,0
655,-1894,-618,0
183,-1070,-49,0
135,-643,-38,0
213,-470,-134,0
204,-507,-250,0
212,-583,-314,0
194,-596,-260,0
135,-581,-101,0
47,-602,24,0
56,-495,18,0
140,-364,-82,0
175,-268,-140,0
154,-222,-145,0
168,-298,-215,0
195,-423,-254,0
257,-576,-204,0
655,-1235,-303,0
1545,-1998,-316,0
1421,-1998,-1227,0
804,-1291,-381,0
381,-527,-35,0
182,-381,-118,0
113,-303,-142,0
52,-254,-110,0
41,-214,-93,0
8,-175,-25,0
-5,-165,0,0
-9,-162,21,0
-17,-199,0,0
7,-255,-19,0
42,-341,18,0
211,-491,-10,0
626,-672,-33,0
1996,-1998,-1349,0
711,-1998,-616,0
132,-1847,-160,0
237,-970,-434,0
154,-288,-47,0
123,-75,54,0
74,-96,2,0
38,-100,-25,0
0,-99,-25,0
14,-177,-71,0
31,-546,-119,0
313,-1386,234,0
1996,-1998,-1997,0
1590,-1998,-1725,0
281,-1535,684,0
417,-947,-706,0
138,-336,-268,0
68,-99,-7,0
2,-59,38,0
0,-132,-61,0
-24,-94,-36,0
-39,-119,-52,0
-28,-150,-73,0
-18,-282,-153,0
-54,-664,-275,0
-91,-598,-31,0
234,-860,-428,0
769,-1332,-840,0
1316,-1423,1219,0
152,-1998,-589,0
27,-1588,-590,0
172,-423,-51,0
42,-30,149,0
78,8,21,0
66,-66,-112,0
46,-185,-175,0
96,-341,-243,0
122,-806,-220,0
211,-589,-228,0
-503,-1998,-784,0
222,-1998,549,0
1996,-617,-355,0
283,-812,-250,0
-11,-570,-41,0
-220,-370,214,0
-134,-539,-135,0
-141,-320,25,0
-145,-251,33,0
-152,-185,47,0
-114,-150,15,0
-92,-151,14,0
-6,-279,-85,0
242,-645,-503,0
894,-976,-1219,0
1711,-230,489,0
315,-1998,-432,0
-342,-1998,-902,0
51,-1234,-31,0
427,-301,238,0
604,-172,-104,0
444,-309,-196,0
304,-469,-243,0
158,-552,-168,0
23,-884,-320,0
-122,-953,-267,0
-135,-1113,-201,0
111,-1080,171,0
676,-571,227,0
694,-761,-306,0
454,-1104,-452,0
325,-1108,-244,0
348,-905,-276,0
322,-755,-277,0
294,-671,-101,0
353,-852,-33,0
388,-1184,-181,0
240,-1600,-263,0
334,-1616,-226,0
879,-915,-51,0
873,-1060,-540,0
492,-905,-259,0
213,-998,-179,0
158,-1070,-255,0
182,-941,-156,0
184,-955,-163,0
217,-896,-149,0
354,-707,58,0
605,-1039,-427,0
597,-1110,-212,0
582,-1262,-273,0
538,-1319,-301,0
462,-1330,-230,0
376,-1404,-420,0
308,-1179,-223,0
346,-1071,-269,0
325,-831,-75,0
330,-583,67,0
352,-541,-142,0
300,-547,-183,0
247,-612,-152,0
233,-832,-258,0
223,-970,-259,0
241,-1031,-235,0
284,-1033,-269,0
307,-994,-140,0
378,-994,-107,0
395,-866,-116,0
330,-627,-17,0
321,-630,-176,0
289,-674,-286,0
237,-644,-232,0
176,-609,-188,0
136,-588,-139,0
107,-633,-106,0
131,-760,-141,0
220,-950,-187,0
417,-1210,-126,0
904,-1462,-178,0
994,-1579,-395,0
