AccX [mg],AccY [mg],AccZ [mg],State
-485,-1130,-206,1
-509,-1120,-214,1
-680,-1391,-300,1
-842,-1732,-362,1
-978,-1998,-449,1
-961,-1998,-464,1
-794,-1854,-404,1
-764,-1664,-399,1
-796,-1649,-414,1
-861,-1762,-447,1
-877,-1871,-456,1
-883,-1944,-473,1
-848,-1858,-473,1
-766,-1680,-441,1
-643,-1451,-377,1
-534,-1252,-316,1
-513,-1187,-302,1
-506,-1187,-314,1
-539,-1217,-314,1
-549,-1161,-302,1
-475,-1057,-274,1
-308,-875,-182,1
-258,-802,-182,1
-246,-725,-181,1
-257,-656,-180,1
-274,-593,-174,1
-282,-553,-176,1
-273,-514,-170,1
-246,-456,-157,1
-220,-410,-140,1
-199,-377,-120,1
-211,-388,-125,1
-242,-421,-144,1
-266,-448,-156,1
-263,-443,-145,1
-293,-485,-155,1
-338,-549,-178,1
-439,-689,-238,1
-524,-813,-290,1
-546,-894,-320,1
-548,-976,-328,1
-574,-1128,-339,1
-649,-1344,-385,1
-711,-1415,-409,1
-724,-1369,-426,1
-668,-1263,-367,1
-715,-1406,-391,1
-681,-1487,-349,1
-775,-1701,-364,1
-982,-1990,-459,1
-873,-1920,-377,1
-787,-1784,-337,1
-749,-1682,-300,1
-867,-1800,-345,1
-864,-1853,-341,1
-903,-1915,-337,1
-797,-1834,-311,1
-660,-1608,-244,1
-711,-1534,-259,1
-748,-1493,-286,1
-656,-1371,-248,1
-574,-1254,-209,1
-543,-1157,-197,1
-550,-1100,-215,1
-530,-1012,-218,1
-491,-910,-201,1
-446,-808,-185,1
-398,-707,-170,1
-369,-618,-161,1
-343,-548,-154,1
-320,-479,-145,1
-302,-429,-140,1
-276,-371,-128,1
-253,-326,-114,1
-245,-296,-110,1
-237,-278,-111,1
-228,-261,-112,1
-225,-276,-113,1
-207,-273,-112,1
-220,-315,-120,1
-260,-407,-148,1
-328,-543,-190,1
-433,-754,-234,1
-543,-1027,-269,1
-769,-1508,-360,1
-1089,-1998,-542,1
-1006,-1820,-525,1
-699,-1241,-393,1
-575,-988,-347,1
-605,-1009,-375,1
-749,-1284,-435,1
-969,-1807,-513,1
-1137,-1998,-588,1
-937,-1998,-489,1
-765,-1569,-375,1
-737,-1375,-351,1
-802,-1483,-376,1
-824,-1722,-385,1
-829,-1961,-392,1
-706,-1799,-323,1
-697,-1589,-325,1
-615,-1381,-293,1
-569,-1294,-282,1
-562,-1288,-278,1
-540,-1287,-278,1
-508,-1277,-271,1
-470,-1198,-255,1
-410,-1072,-233,1
-390,-953,-228,1
-403,-882,-242,1
-394,-799,-240,1
-347,-683,-223,1
-301,-579,-206,1
-254,-475,-188,1
-215,-398,-169,1
-198,-339,-160,1
-215,-315,-174,1
-250,-307,-193,1
-281,-307,-208,1
-299,-306,-214,1
-317,-307,-218,1
-347,-327,-226,1
-381,-368,-232,1
-437,-449,-259,1
-531,-587,-305,1
-674,-808,-381,1
-790,-1072,-449,1
-829,-1312,-481,1
-871,-1555,-506,1
-926,-1557,-528,1
-827,-1230,-498,1
-670,-938,-416,1
-589,-848,-357,1
-647,-1046,-356,1
-831,-1499,-413,1
-1098,-1998,-523,1
-1029,-1978,-460,1
-883,-1646,-363,1
-896,-1602,-389,1
-770,-1519,-315,1
-771,-1608,-277,1
-979,-1944,-416,1
-921,-1864,-368,1
-771,-1566,-272,1
-677,-1418,-230,1
-667,-1394,-224,1
-697,-1411,-239,1
-681,-1358,-231,1
-555,-1212,-175,1
-470,-1072,-149,1
-455,-974,-145,1
-434,-894,-147,1
-449,-856,-161,1
-425,-769,-162,1
-380,-659,-145,1
-345,-576,-137,1
-325,-522,-132,1
-294,-472,-132,1
-289,-429,-129,1
-302,-404,-149,1
-311,-374,-159,1
-313,-336,-166,1
-328,-327,-166,1
-310,-286,-158,1
-292,-247,-141,1
-314,-293,-145,1
-349,-377,-174,1
-386,-470,-192,1
-425,-593,-195,1
-538,-866,-262,1
-726,-1348,-369,1
-979,-1785,-474,1
-902,-1634,-450,1
-787,-1260,-401,1
-740,-1092,-405,1
-748,-1081,-426,1
-798,-1255,-477,1
-923,-1612,-548,1
-1150,-1998,-643,1
-1183,-1998,-623,1
-1041,-1757,-578,1
-896,-1467,-536,1
-835,-1344,-511,1
-749,-1317,-425,1
-831,-1607,-425,1
-873,-1792,-445,1
-853,-1732,-437,1
-737,-1490,-380,1
-607,-1247,-314,1
-521,-1109,-281,1
-449,-1055,-263,1
-436,-1065,-263,1
-410,-1068,-258,1
-413,-1060,-256,1
-391,-981,-240,1
-380,-918,-235,1
-336,-832,-223,1
-289,-728,-203,1
-255,-638,-189,1
-226,-554,-178,1
